                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0x7a3616aa1010, 2000000 allocated for zone
Using /home/xerok/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/xerok/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding freedoom-0.13.0/freedoom1.wad
===========================================================================
                           Freedoom: Phase 1
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - .......................................
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2026-05-20 15:11:49 Episode: 1 Map: 6
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2026-05-20 15:16:54	 10674	 259	911	-128	 95.98	 -1	-2 	0
2026-05-20 15:16:55	 10717	 259	894	-128	 110.04	 0	-3 	0
2026-05-20 15:16:56	 10752	 305	854	-128	 103.01	 -1	3 	0
2026-05-20 15:16:57	 10787	 307	848	-128	 117.07	 2	-1 	0
2026-05-20 15:16:58	 10822	 340	905	-128	 113.55	 -3	6 	0
2026-05-20 15:16:59	 10857	 251	1114	-128	 59.06	 0	7 	0
2026-05-20 15:17:00	 10892	 359	1370	-128	 83.67	 2	7 	0
2026-05-20 15:17:01	 10927	 350	1490	-128	 162.77	 -6	1 	0
2026-05-20 15:17:02	 10962	 110	1574	-128	 208.48	 -8	-1 	0
2026-05-20 15:17:03	 10997	 17	1557	-128	 301.64	 -1	-1 	0
2026-05-20 15:17:04	 11032	 42	1488	-128	 211.99	 -2	-1 	0
2026-05-20 15:17:05	 11067	 -96	1424	-128	 192.66	 -1	0 	0
2026-05-20 15:17:06	 11102	 -209	1472	-128	 106.52	 -2	2 	0
2026-05-20 15:17:07	 11137	 -252	1597	-128	 39.73	 -1	0 	0
2026-05-20 15:17:08	 11172	 -225	1620	-128	 4.57	 0	0 	0
2026-05-20 15:17:13	 11339	 -225	1630	-128	 197.58	 5	1 	0
2026-05-20 15:17:14	 11374	 -150	1654	-128	 216.91	 0	0 	0
2026-05-20 15:17:18	 11517	 -162	1566	-128	 252.07	 -3	-7 	0
2026-05-20 15:17:19	 11552	 -228	1416	-128	 253.83	 -1	0 	0
2026-05-20 15:17:20	 11587	 -229	1340	-128	 287.23	 0	-7 	0
2026-05-20 15:17:21	 11622	 -217	1299	-128	 241.52	 1	5 	0
When: 2026-05-20 15:18:03 Episode: 1 Map: 1
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2026-05-20 15:18:10	 13303	 -416	256	0	 0.00	 0	0 	0
2026-05-20 15:18:11	 13338	 -279	256	0	 8.79	 1	0 	0
2026-05-20 15:18:12	 13373	 -186	290	0	 19.34	 4	1 	0
2026-05-20 15:18:13	 13408	 -137	308	0	 33.40	 0	0 	0
2026-05-20 15:18:14	 13448	 -8	268	0	 340.66	 7	-3 	0
2026-05-20 15:18:15	 13483	 180	224	-92	 0.00	 5	-1 	1
2026-05-20 15:18:16	 13518	 363	226	-128	 7.03	 -3	-1 	0
2026-05-20 15:18:17	 13553	 261	212	-128	 7.03	 4	0 	0
2026-05-20 15:18:18	 13588	 502	243	-128	 0.00	 7	0 	0
2026-05-20 15:18:19	 13623	 691	253	-128	 79.10	 1	0 	0
2026-05-20 15:18:20	 13658	 628	208	-128	 58.01	 -4	-1 	0
2026-05-20 15:18:21	 13693	 503	208	-128	 33.40	 -6	-1 	0
2026-05-20 15:18:22	 13728	 354	208	-128	 22.85	 -1	0 	0
2026-05-20 15:18:23	 13763	 534	243	-128	 15.82	 4	0 	0
2026-05-20 15:18:24	 13798	 578	247	-128	 40.43	 0	0 	0
2026-05-20 15:18:25	 13833	 680	303	-128	 50.98	 2	0 	0
