                         Chocolate Doom 3.1.0
Z_Init: Init zone memory allocation daemon. 
zone memory: 0x79eeaf20f010, 2000000 allocated for zone
Using /home/xerok/.local/share/chocolate-doom/ for configuration and saves
V_Init: allocate screens.
M_LoadDefaults: Load system defaults.
saving config in /home/xerok/.local/share/chocolate-doom/default.cfg
W_Init: Init WADfiles.
 adding freedoom-0.13.0/freedoom1.wad
===========================================================================
                           Freedoom: Phase 1
===========================================================================
 Chocolate Doom is free software, covered by the GNU General Public
 License.  There is NO warranty; not even for MERCHANTABILITY or FITNESS
 FOR A PARTICULAR PURPOSE. You are welcome to change and distribute
 copies under certain conditions. See the source for more information.
===========================================================================
I_Init: Setting up machine state.
OPL_Init: Using driver 'SDL'.
NET_Init: Init network subsystem.
M_Init: Init miscellaneous info.
R_Init: Init DOOM refresh daemon - .......................................
P_Init: Init Playloop state.
S_Init: Setting up sound.
I_SDL_PrecacheSounds: Precaching all sound effects.....................
D_CheckNetGame: Checking network game status.
startskill 2  deathmatch: 0  startmap: 1  startepisode: 1
player 1 of 1 (1 nodes)
Emulating the behavior of the 'Ultimate Doom' executable.
HU_Init: Setting up heads up display.
ST_Init: Init status bar.
When: 2026-05-20 15:24:55 Episode: 1 Map: 6
timestamp	 tic	 x	 y	 z	 angle	 momx	 momy
2026-05-20 15:30:41	 12128	 47	-965	-128	 17.05	 0	0 	0
2026-05-20 15:30:43	 12190	 25	-945	-128	 131.31	 -3	0 	0
2026-05-20 15:30:44	 12225	 -29	-927	-128	 104.94	 -2	4 	1
2026-05-20 15:30:48	 12363	 -18	-850	0	 80.33	 2	5 	0
2026-05-20 15:30:49	 12398	 -31	-600	0	 64.51	 1	7 	0
2026-05-20 15:30:50	 12433	 67	-334	0	 41.66	 4	7 	0
2026-05-20 15:30:51	 12468	 308	-239	0	 357.71	 8	-1 	0
2026-05-20 15:30:52	 12503	 596	-257	0	 1.23	 8	-1 	0
2026-05-20 15:30:53	 12538	 908	-210	-64	 82.09	 5	5 	0
2026-05-20 15:30:54	 12573	 863	12	-64	 138.34	 -6	5 	0
2026-05-20 15:30:55	 12608	 674	141	-64	 227.99	 -1	0 	0
2026-05-20 15:30:56	 12644	 798	34	-64	 351.04	 6	-4 	0
2026-05-20 15:30:57	 12679	 1010	-120	-64	 257.87	 1	-8 	0
2026-05-20 15:30:58	 12714	 983	-396	-64	 254.36	 -2	-9 	0
2026-05-20 15:30:59	 12749	 830	-576	-64	 208.65	 -8	-4 	0
2026-05-20 15:31:00	 12784	 808	-677	-64	 291.27	 2	-7 	0
2026-05-20 15:31:01	 12819	 840	-729	-64	 282.48	 0	0 	0
2026-05-20 15:31:03	 12907	 824	-683	-64	 303.57	 -3	4 	0
2026-05-20 15:31:05	 12966	 786	-625	-64	 294.79	 1	-4 	0
2026-05-20 15:31:06	 13001	 857	-850	-64	 291.27	 1	-8 	0
2026-05-20 15:31:07	 13036	 886	-974	-80	 289.51	 -3	3 	0
2026-05-20 15:31:08	 13071	 807	-846	-64	 296.54	 -4	5 	0
2026-05-20 15:31:09	 13106	 802	-770	-64	 315.88	 0	-1 	0
2026-05-20 15:31:10	 13141	 913	-842	-64	 282.48	 2	-3 	0
2026-05-20 15:31:11	 13176	 904	-769	-64	 301.82	 -4	6 	0
2026-05-20 15:31:12	 13211	 853	-685	-64	 303.57	 0	-1 	0
2026-05-20 15:31:13	 13246	 900	-761	-64	 300.06	 2	-4 	0
2026-05-20 15:31:14	 13281	 924	-802	-64	 287.75	 0	-1 	0
2026-05-20 15:31:15	 13322	 960	-940	-69	 250.84	 1	-8 	0
2026-05-20 15:31:16	 13357	 818	-1141	-96	 205.14	 -8	-5 	0
2026-05-20 15:31:17	 13392	 613	-1222	-112	 291.27	 -2	3 	0
2026-05-20 15:31:18	 13427	 646	-1335	-112	 233.26	 -1	-6 	0
2026-05-20 15:31:19	 13462	 563	-1473	-128	 301.82	 0	-5 	0
2026-05-20 15:31:20	 13497	 622	-1522	-128	 254.36	 -1	2 	0
2026-05-20 15:31:21	 13532	 525	-1584	-128	 215.68	 -3	0 	0
2026-05-20 15:31:22	 13567	 368	-1595	-128	 162.95	 0	0 	0
2026-05-20 15:31:23	 13602	 358	-1572	-128	 83.85	 -1	-2 	0
2026-05-20 15:31:26	 13686	 347	-1578	-128	 152.40	 -2	1 	0
2026-05-20 15:31:27	 13721	 327	-1568	-128	 94.39	 -1	0 	0
2026-05-20 15:31:28	 13760	 415	-1425	-128	 357.71	 1	2 	0
2026-05-20 15:31:29	 13795	 478	-1480	-128	 282.13	 3	-7 	0
2026-05-20 15:31:30	 13830	 454	-1587	-128	 211.82	 -5	-2 	0
2026-05-20 15:31:31	 13865	 389	-1664	-128	 255.76	 -2	-6 	0
2026-05-20 15:31:32	 13900	 336	-1753	-180	 159.08	 0	-1 	6
2026-05-20 15:31:33	 13935	 389	-1681	-276	 58.89	 0	0 	6
2026-05-20 15:31:34	 13970	 511	-1702	-276	 338.03	 7	-3 	6
2026-05-20 15:31:35	 14005	 719	-1848	-304	 304.63	 5	-7 	0
2026-05-20 15:31:36	 14040	 719	-1888	-304	 204.43	 0	-1 	0
2026-05-20 15:31:37	 14094	 696	-1788	-304	 97.21	 -1	6 	0
2026-05-20 15:31:38	 14129	 675	-1783	-304	 179.82	 -7	-1 	0
2026-05-20 15:31:39	 14164	 528	-1711	-276	 76.11	 0	1 	0
2026-05-20 15:31:40	 14199	 591	-1703	-300	 313.07	 0	-3 	0
2026-05-20 15:31:41	 14234	 578	-1864	-300	 260.33	 -2	-7 	0
2026-05-20 15:31:42	 14269	 540	-2066	-288	 255.06	 -1	-4 	0
2026-05-20 15:31:43	 14304	 536	-2054	-288	 260.33	 0	0 	0
2026-05-20 15:31:44	 14339	 543	-1965	-300	 283.18	 -1	2 	0
2026-05-20 15:31:45	 14374	 540	-1938	-300	 279.67	 0	-1 	0
2026-05-20 15:31:46	 14409	 555	-2052	-312	 246.27	 0	-2 	0
2026-05-20 15:31:47	 14444	 467	-2237	-340	 318.34	 -2	-7 	0
2026-05-20 15:31:48	 14479	 583	-2299	-360	 81.39	 2	4 	0
2026-05-20 15:31:49	 14514	 561	-2134	-312	 139.39	 -3	2 	0
2026-05-20 15:31:50	 14549	 503	-2079	-288	 141.15	 -5	3 	0
2026-05-20 15:31:51	 14584	 316	-1912	-300	 151.70	 -7	5 	0
2026-05-20 15:31:52	 14619	 304	-1917	-300	 220.25	 -1	-3 	0
2026-05-20 15:31:53	 14654	 281	-1924	-300	 285.29	 0	3 	0
2026-05-20 15:31:54	 14689	 309	-1987	-300	 274.75	 0	-5 	0
2026-05-20 15:31:55	 14724	 360	-2213	-333	 331.00	 3	-7 	0
2026-05-20 15:31:56	 14759	 456	-2418	-372	 265.96	 -2	-6 	0
2026-05-20 15:31:57	 14794	 422	-2572	-372	 225.53	 -3	-5 	0
2026-05-20 15:31:58	 14829	 226	-2711	-396	 199.16	 -8	-4 	0
2026-05-20 15:31:59	 14864	 188	-2653	-396	 100.72	 -2	6 	0
2026-05-20 15:32:01	 14933	 158	-2567	-396	 285.29	 0	-5 	0
2026-05-20 15:32:02	 14968	 213	-2698	-396	 311.66	 3	-6 	0
2026-05-20 15:32:03	 15003	 310	-2768	-396	 329.24	 4	-1 	0
2026-05-20 15:32:04	 15038	 365	-2858	-440	 262.44	 1	-2 	0
2026-05-20 15:32:05	 15073	 358	-2946	-484	 258.93	 -1	-1 	0
2026-05-20 15:32:06	 15108	 372	-3075	-504	 250.14	 0	-8 	14
2026-05-20 15:32:07	 15143	 313	-3238	-508	 227.29	 -5	-6 	14
2026-05-20 15:32:08	 15178	 106	-3476	-644	 246.62	 -6	-8 	15
2026-05-20 15:32:09	 15213	 25	-3607	-644	 239.59	 -3	-6 	15
2026-05-20 15:32:10	 15248	 -137	-3807	-644	 188.61	 -8	-4 	15
2026-05-20 15:32:11	 15283	 -120	-3828	-644	 176.31	 -2	0 	15
2026-05-20 15:32:12	 15318	 -170	-3834	-644	 200.92	 -1	-1 	15
2026-05-20 15:32:13	 15353	 -70	-3827	-644	 164.00	 0	-1 	15
2026-05-20 15:32:14	 15388	 -158	-3832	-644	 179.82	 -8	0 	15
2026-05-20 15:32:15	 15423	 -436	-3813	-644	 188.61	 -9	0 	15
2026-05-20 15:32:16	 15458	 -581	-3823	-644	 232.56	 -2	0 	15
2026-05-20 15:32:17	 15493	 -541	-3791	-644	 285.29	 0	0 	15
2026-05-20 15:32:18	 15528	 -608	-3944	-644	 178.07	 -7	-3 	15
2026-05-20 15:32:19	 15563	 -823	-3872	-620	 111.27	 -4	6 	0
2026-05-20 15:32:20	 15598	 -852	-3697	-596	 40.96	 3	0 	0
2026-05-20 15:32:21	 15633	 -702	-3623	-644	 107.75	 -1	1 	15
2026-05-20 15:32:22	 15668	 -737	-3633	-644	 207.95	 -1	-1 	15
2026-05-20 15:32:24	 15735	 -673	-3718	-644	 272.99	 0	-5 	15
2026-05-20 15:32:25	 15770	 -774	-3922	-620	 181.58	 -5	-4 	0
2026-05-20 15:32:26	 15805	 -851	-3809	-620	 83.14	 -1	7 	0
2026-05-20 15:32:27	 15840	 -850	-3697	-596	 72.60	 1	0 	0
2026-05-20 15:32:28	 15875	 -795	-3669	-596	 102.48	 -1	5 	0
2026-05-20 15:32:29	 15910	 -790	-3459	-572	 42.71	 3	6 	0
2026-05-20 15:32:30	 15945	 -589	-3284	-492	 90.18	 3	6 	0
2026-05-20 15:32:31	 15980	 -521	-3144	-492	 7.56	 4	1 	0
2026-05-20 15:32:32	 16015	 -367	-3100	-532	 28.65	 0	0 	0
2026-05-20 15:32:33	 16050	 -456	-3146	-532	 18.11	 -1	-1 	0
2026-05-20 15:32:34	 16089	 -414	-3154	-532	 320.10	 5	-3 	0
2026-05-20 15:32:35	 16124	 -335	-3293	-532	 197.05	 -1	-3 	0
2026-05-20 15:32:36	 16159	 -505	-3292	-532	 170.68	 -6	-3 	0
2026-05-20 15:32:37	 16194	 -631	-3223	-492	 68.73	 1	1 	0
2026-05-20 15:32:38	 16229	 -536	-3126	-492	 49.39	 4	5 	0
2026-05-20 15:32:39	 16264	 -420	-3079	-532	 351.39	 0	0 	0
2026-05-20 15:32:40	 16299	 -339	-3227	-532	 228.34	 -2	-8 	0
2026-05-20 15:32:41	 16334	 -528	-3334	-532	 158.03	 -8	0 	0
2026-05-20 15:32:42	 16369	 -694	-3261	-492	 57.83	 0	2 	0
2026-05-20 15:32:43	 16404	 -565	-3185	-492	 105.29	 1	1 	0
2026-05-20 15:32:44	 16439	 -576	-3096	-492	 126.39	 -2	5 	0
2026-05-20 15:32:45	 16474	 -736	-2924	-460	 103.54	 -5	6 	0
2026-05-20 15:32:46	 16509	 -753	-2844	-436	 347.52	 5	0 	0
2026-05-20 15:32:47	 16544	 -581	-2862	-476	 358.07	 -1	0 	0
2026-05-20 15:32:48	 16579	 -511	-2883	-484	 342.25	 0	-1 	0
2026-05-20 15:32:49	 16614	 -472	-2907	-484	 333.46	 5	-3 	0
2026-05-20 15:32:50	 16649	 -341	-2972	-484	 300.06	 0	-1 	0
2026-05-20 15:32:51	 16690	 -367	-2975	-484	 155.92	 -6	0 	0
2026-05-20 15:32:52	 16725	 -613	-2889	-476	 164.71	 -8	2 	8
2026-05-20 15:32:54	 16760	 -842	-2748	-396	 75.06	 -2	7 	13
2026-05-20 15:32:54	 16795	 -814	-2634	-396	 359.47	 5	0 	13
2026-05-20 15:32:56	 16830	 -596	-2676	-396	 319.04	 2	-2 	13
2026-05-20 15:32:57	 16865	 -571	-2687	-396	 34.63	 0	-1 	13
2026-05-20 15:32:58	 16903	 -471	-2549	-396	 55.72	 3	3 	13
2026-05-20 15:32:59	 16938	 -452	-2501	-372	 164.71	 -4	1 	13
2026-05-20 15:33:00	 16973	 -549	-2465	-360	 96.15	 0	0 	0
2026-05-20 15:33:01	 17008	 -548	-2459	-360	 90.88	 -1	-1 	0
2026-05-20 15:33:02	 17043	 -515	-2408	-360	 43.42	 4	4 	0
2026-05-20 15:33:03	 17078	 -457	-2326	-372	 133.07	 -4	0 	0
2026-05-20 15:33:04	 17113	 -611	-2312	-340	 92.64	 -2	0 	0
2026-05-20 15:33:05	 17148	 -517	-2153	-324	 31.11	 6	4 	0
2026-05-20 15:33:06	 17183	 -325	-1956	-300	 73.30	 2	7 	0
2026-05-20 15:33:07	 17218	 -306	-1906	-300	 320.80	 4	-3 	0
2026-05-20 15:33:08	 17253	 -273	-1968	-300	 224.12	 0	0 	0
2026-05-20 15:33:09	 17295	 -439	-1891	-300	 136.23	 -7	4 	0
2026-05-20 15:33:11	 17356	 -431	-1822	-276	 67.68	 3	5 	5
2026-05-20 15:33:12	 17391	 -386	-1717	-276	 160.84	 0	0 	5
2026-05-20 15:33:14	 17483	 -402	-1730	-148	 234.67	 -1	-1 	5
2026-05-20 15:33:17	 17568	 -407	-1702	-136	 87.01	 0	4 	5
2026-05-20 15:33:18	 17603	 -405	-1679	-128	 92.29	 -1	-1 	5
2026-05-20 15:33:19	 17641	 -407	-1611	-128	 76.46	 0	6 	0
2026-05-20 15:33:20	 17676	 -362	-1477	-128	 352.09	 0	0 	0
2026-05-20 15:33:21	 17711	 -474	-1439	-128	 346.82	 -3	0 	0
2026-05-20 15:33:22	 17746	 -502	-1431	-128	 353.85	 -1	0 	0
2026-05-20 15:33:23	 17788	 -450	-1462	-128	 323.96	 0	-1 	0
2026-05-20 15:33:24	 17823	 -397	-1500	-128	 315.18	 0	-1 	0
2026-05-20 15:33:25	 17858	 -378	-1519	-128	 309.90	 0	-1 	0
2026-05-20 15:33:26	 17893	 -360	-1547	-128	 311.66	 -1	0 	0
2026-05-20 15:33:27	 17928	 -380	-1518	-128	 318.69	 0	-1 	0
2026-05-20 15:33:28	 17963	 -346	-1546	-128	 318.69	 0	-1 	0
2026-05-20 15:33:29	 17998	 -448	-1484	-128	 13.18	 -5	1 	0
2026-05-20 15:33:30	 18033	 -487	-1355	-128	 108.11	 -2	7 	0
2026-05-20 15:33:31	 18068	 -649	-1160	-112	 171.39	 -7	2 	0
2026-05-20 15:33:32	 18103	 -777	-1196	-96	 218.85	 -4	-5 	0
2026-05-20 15:33:33	 18138	 -911	-1177	-72	 113.38	 -5	5 	0
2026-05-20 15:33:34	 18173	 -1028	-923	-64	 79.98	 -2	8 	0
2026-05-20 15:33:35	 18208	 -939	-669	-64	 34.28	 5	5 	0
2026-05-20 15:33:36	 18243	 -873	-607	-64	 78.22	 0	0 	0
2026-05-20 15:33:37	 18278	 -983	-490	-64	 201.27	 -8	0 	0
2026-05-20 15:33:38	 18313	 -1102	-513	-64	 294.43	 -1	-1 	0
2026-05-20 15:33:39	 18348	 -1030	-492	-64	 39.90	 5	3 	0
2026-05-20 15:33:40	 18383	 -851	-290	-64	 32.87	 5	6 	0
2026-05-20 15:33:41	 18418	 -598	-234	-16	 355.96	 8	-2 	0
2026-05-20 15:33:42	 18453	 -308	-247	0	 359.47	 8	-1 	0
2026-05-20 15:33:43	 18488	 -175	-252	0	 248.73	 0	-1 	0
2026-05-20 15:33:44	 18523	 -278	-248	0	 160.84	 -8	1 	0
2026-05-20 15:33:45	 18558	 -548	-181	0	 197.75	 -9	-1 	0
2026-05-20 15:33:46	 18593	 -842	-267	-64	 243.46	 -9	-5 	0
2026-05-20 15:33:47	 18628	 -896	-509	-64	 313.77	 4	-7 	0
2026-05-20 15:33:48	 18663	 -787	-731	-64	 259.28	 -1	-7 	0
2026-05-20 15:33:49	 18698	 -758	-993	-80	 327.83	 5	-6 	0
2026-05-20 15:33:50	 18733	 -560	-1213	-126	 310.25	 5	-7 	0
2026-05-20 15:33:51	 18768	 -470	-1363	-128	 264.55	 -1	-7 	0
2026-05-20 15:33:52	 18803	 -458	-1588	-128	 308.50	 2	-3 	0
2026-05-20 15:33:53	 18838	 -461	-1612	-128	 190.72	 -6	-2 	0
2026-05-20 15:33:54	 18873	 -480	-1566	-128	 169.63	 -2	1 	0
2026-05-20 15:33:55	 18908	 -524	-1580	-128	 280.37	 -1	-3 	0
2026-05-20 15:33:56	 18943	 -406	-1603	-128	 306.74	 5	-4 	0
2026-05-20 15:33:57	 18978	 -354	-1747	-148	 326.07	 0	-3 	5
2026-05-20 15:33:58	 19013	 -366	-1795	-276	 45.18	 -3	-1 	5
2026-05-20 15:33:59	 19048	 -391	-1804	-276	 141.86	 -1	-1 	5
2026-05-20 15:34:00	 19086	 -572	-1797	-285	 161.19	 -8	0 	0
2026-05-20 15:34:01	 19121	 -720	-1757	-304	 192.83	 0	0 	0
2026-05-20 15:34:02	 19156	 -718	-1878	-304	 293.03	 1	-8 	0
2026-05-20 15:34:03	 19191	 -706	-1872	-304	 56.07	 3	3 	0
2026-05-20 15:34:04	 19226	 -545	-1693	-300	 87.71	 0	4 	0
2026-05-20 15:34:06	 19287	 -637	-1813	-300	 284.59	 -1	-8 	0
2026-05-20 15:34:07	 19322	 -526	-2024	-324	 358.42	 5	-4 	0
2026-05-20 15:34:08	 19357	 -473	-2061	-324	 263.50	 0	-1 	0
2026-05-20 15:34:10	 19422	 -570	-2054	-324	 219.55	 -3	0 	0
2026-05-20 15:34:11	 19457	 -564	-2141	-324	 339.08	 5	-5 	0
2026-05-20 15:34:12	 19492	 -375	-2323	-340	 281.07	 2	-8 	0
2026-05-20 15:34:13	 19527	 -242	-2578	-416	 316.23	 5	-7 	0
2026-05-20 15:34:14	 19568	 -131	-2711	-404	 198.46	 3	2 	0
2026-05-20 15:34:15	 19603	 -171	-2600	-420	 82.44	 -2	6 	0
2026-05-20 15:34:16	 19638	 -333	-2477	-372	 166.82	 -8	3 	13
2026-05-20 15:34:17	 19673	 -544	-2439	-360	 259.98	 -2	-1 	0
2026-05-20 15:34:18	 19708	 -531	-2624	-396	 277.56	 0	-9 	13
2026-05-20 15:34:19	 19743	 -515	-2770	-396	 281.07	 0	-6 	13
2026-05-20 15:34:20	 19778	 -481	-3005	-484	 111.01	 -1	-2 	0
2026-05-20 15:34:21	 19813	 -518	-2966	-484	 27.69	 -2	0 	0
2026-05-20 15:34:22	 19848	 -528	-2919	-484	 248.64	 -1	1 	0
2026-05-20 15:34:23	 19883	 -518	-2903	-484	 33.84	 0	-1 	0
2026-05-20 15:34:25	 19961	 -521	-3039	-484	 274.31	 0	-8 	0
2026-05-20 15:34:26	 19996	 -443	-3295	-506	 318.25	 4	-7 	0
2026-05-20 15:34:27	 20031	 -309	-3538	-637	 284.85	 4	-8 	15
2026-05-20 15:34:28	 20066	 -288	-3600	-644	 314.74	 -1	-1 	0
2026-05-20 15:34:29	 20108	 -334	-3633	-644	 260.24	 -1	-1 	0
2026-05-20 15:34:30	 20143	 -357	-3708	-644	 265.52	 -1	-4 	15
2026-05-20 15:34:31	 20178	 -365	-3770	-644	 265.52	 -1	-1 	15
2026-05-20 15:34:32	 20213	 -374	-3726	-644	 346.38	 2	-2 	15
2026-05-20 15:34:33	 20248	 -154	-3767	-644	 314.74	 7	-4 	15
2026-05-20 15:34:34	 20283	 -91	-3966	-640	 249.70	 -3	-8 	0
2026-05-20 15:34:35	 20318	 -139	-4254	-644	 254.97	 -2	-9 	12
2026-05-20 15:34:36	 20353	 -175	-4326	-644	 258.49	 -2	-6 	12
2026-05-20 15:34:37	 20388	 -177	-4464	-644	 269.03	 -1	-1 	0
2026-05-20 15:34:38	 20423	 -180	-4464	-644	 269.03	 -1	-1 	0
2026-05-20 15:34:39	 20458	 -183	-4509	-644	 269.03	 -1	-7 	0
2026-05-20 15:34:40	 20493	 -178	-4733	-644	 246.18	 1	0 	0
2026-05-20 15:34:41	 20528	 -213	-4750	-644	 262.00	 -4	-6 	0
2026-05-20 15:34:42	 20570	 -236	-4834	-644	 346.38	 2	-1 	0
2026-05-20 15:34:43	 20605	 -49	-4846	-644	 2.20	 -1	-1 	0
2026-05-20 15:34:44	 20640	 -103	-4801	-644	 76.03	 0	4 	0
2026-05-20 15:34:45	 20675	 -81	-4689	-644	 32.08	 0	0 	0
2026-05-20 15:34:46	 20710	 -81	-4645	-644	 79.54	 0	0 	0
2026-05-20 15:34:47	 20745	 -82	-4586	-644	 163.92	 -1	0 	0
2026-05-20 15:34:49	 20809	 -100	-4581	-644	 181.49	 -1	0 	0
2026-05-20 15:34:50	 20844	 -81	-4576	-644	 188.53	 0	0 	0
2026-05-20 15:34:54	 20972	 -111	-4577	-644	 183.25	 -1	-1 	0
2026-05-20 15:34:55	 21007	 -223	-4595	-644	 207.86	 -7	-3 	0
2026-05-20 15:34:56	 21042	 -344	-4646	-644	 121.73	 -1	-1 	0
2026-05-20 15:34:57	 21077	 -308	-4688	-644	 169.19	 0	0 	0
2026-05-20 15:34:58	 21112	 -401	-4720	-644	 200.83	 -4	-1 	0
2026-05-20 15:34:59	 21147	 -465	-4665	-644	 105.91	 -3	6 	0
2026-05-20 15:35:00	 21197	 -397	-4571	-644	 346.38	 6	-2 	0
2026-05-20 15:35:01	 21232	 -259	-4658	-644	 293.64	 4	-6 	0
2026-05-20 15:35:02	 21267	 -232	-4848	-644	 170.60	 1	-1 	0
2026-05-20 15:35:03	 21302	 -240	-4753	-644	 121.38	 -1	5 	0
2026-05-20 15:35:04	 21337	 -397	-4627	-644	 195.21	 -8	0 	0
2026-05-20 15:35:05	 21372	 -469	-4628	-644	 188.17	 5	0 	0
2026-05-20 15:35:06	 21407	 -416	-4620	-644	 207.51	 0	0 	0
2026-05-20 15:35:08	 21479	 -299	-4671	-644	 9.23	 7	-2 	0
2026-05-20 15:35:09	 21514	 -127	-4553	-644	 105.91	 0	0 	0
2026-05-20 15:35:10	 21553	 -136	-4553	-644	 104.15	 0	-1 	0
2026-05-20 15:35:11	 21588	 -187	-4577	-644	 148.10	 -7	2 	0
2026-05-20 15:35:12	 21623	 -217	-4561	-644	 44.38	 3	0 	0
2026-05-20 15:35:15	 21698	 -177	-4542	-644	 88.33	 -1	-3 	0
2026-05-20 15:35:16	 21733	 -170	-4684	-644	 95.36	 -1	0 	0
2026-05-20 15:35:17	 21771	 -174	-4645	-644	 95.36	 -1	2 	0
2026-05-20 15:35:18	 21806	 -203	-4743	-644	 77.78	 -2	-6 	0
2026-05-20 15:35:19	 21841	 -213	-4716	-644	 90.09	 0	6 	0
2026-05-20 15:35:20	 21876	 -212	-4637	-644	 90.09	 0	0 	0
2026-05-20 15:35:21	 21911	 -214	-4561	-644	 88.33	 0	0 	0
2026-05-20 15:35:22	 21946	 -212	-4561	-644	 88.33	 0	0 	0
2026-05-20 15:35:23	 21986	 -208	-4553	-644	 88.33	 0	0 	0
2026-05-20 15:35:24	 22021	 -210	-4656	-644	 88.33	 -1	-8 	0
2026-05-20 15:35:25	 22056	 -208	-4589	-644	 88.33	 0	6 	0
2026-05-20 15:35:26	 22091	 -201	-4402	-644	 68.99	 1	6 	12
2026-05-20 15:35:27	 22126	 -161	-4287	-644	 9.23	 0	0 	12
2026-05-20 15:35:28	 22161	 -17	-4288	-644	 0.44	 1	-1 	12
2026-05-20 15:35:29	 22196	 -8	-4260	-644	 28.56	 3	3 	12
2026-05-20 15:35:30	 22231	 205	-4251	-644	 291.88	 5	-6 	0
2026-05-20 15:35:31	 22266	 269	-4358	-644	 181.14	 -2	0 	12
2026-05-20 15:35:32	 22301	 146	-4347	-644	 142.47	 1	-2 	12
2026-05-20 15:35:33	 22336	 168	-4262	-644	 56.34	 1	4 	12
2026-05-20 15:35:34	 22371	 291	-4045	-668	 68.64	 3	7 	0
2026-05-20 15:35:35	 22406	 385	-3869	-644	 353.06	 5	1 	15
2026-05-20 15:35:36	 22441	 586	-3985	-644	 263.41	 2	-8 	15
2026-05-20 15:35:37	 22476	 617	-4095	-644	 140.36	 -3	1 	15
2026-05-20 15:35:38	 22511	 556	-3891	-644	 103.45	 -2	7 	15
2026-05-20 15:35:39	 22546	 385	-3657	-644	 182.55	 -8	2 	15
2026-05-20 15:35:40	 22581	 100	-3608	-644	 196.61	 -9	0 	15
2026-05-20 15:35:41	 22616	 -164	-3707	-644	 207.16	 -8	-4 	0
2026-05-20 15:35:42	 22651	 -434	-3802	-644	 207.16	 -8	-3 	15
2026-05-20 15:35:43	 22686	 -699	-3796	-644	 126.30	 -7	4 	15
2026-05-20 15:35:44	 22721	 -800	-3682	-596	 212.43	 -1	-2 	0
2026-05-20 15:35:45	 22756	 -807	-3697	-596	 89.38	 -1	0 	0
2026-05-20 15:35:46	 22791	 -789	-3675	-596	 73.56	 1	4 	0
2026-05-20 15:35:47	 22826	 -714	-3429	-548	 71.81	 2	7 	0
2026-05-20 15:35:48	 22861	 -586	-3185	-492	 36.65	 5	5 	0
2026-05-20 15:35:49	 22896	 -424	-3078	-532	 103.45	 -1	0 	0
2026-05-20 15:35:50	 22931	 -503	-3064	-532	 226.49	 -1	0 	0
2026-05-20 15:35:51	 22966	 -448	-3126	-532	 331.96	 6	-3 	0
2026-05-20 15:35:52	 23001	 -315	-3239	-532	 230.01	 -2	-5 	0
2026-05-20 15:35:53	 23036	 -470	-3334	-532	 189.58	 -7	-3 	0
2026-05-20 15:35:54	 23071	 -690	-3250	-492	 106.96	 0	1 	0
2026-05-20 15:35:55	 23106	 -656	-3237	-492	 70.05	 11	3 	0
2026-05-20 15:35:56	 23141	 -725	-3346	-518	 44.00	 -5	-6 	0
2026-05-20 15:35:57	 23176	 -810	-3454	-572	 47.78	 -2	-2 	0
